Gaspar_code,Family,Genus,Species,Sizec,Size,Mobility,Activity,Schooling,Position,Diet_Mouillot_2014,Diet_Parravicini_2020
12612,Gobiidae,Valenciennea,persica,10.3,2,1,1,2,1,IM,Microinvertivores
12613,Gobiidae,Valenciennea,randalli,16,2,1,1,1,1,IM,Microinvertivores
12614,Gobiidae,Valenciennea,immaculata,13,2,1,1,2,1,IM,Microinvertivores
12615,Gobiidae,Valenciennea,wardii,15,2,1,1,2,1,IM,Planktivores
12619,Congridae,Heteroconger,hassi,40,4,1,1,3,1,PK,Crustacivores
1262,Acanthuridae,Ctenochaetus,striatus,26,3,1,1,4,1,OM,Herbivores Microvores Detritivores
12620,Synodontidae,Synodus,dermatogenys,24,3,2,2,1,1,FC,Piscivores
12622,Serranidae,Belonoperca,chabanaudi,15,3,1,3,1,2,FC,Crustacivores
12625,Acanthuridae,Prionurus,maculatus,45,4,3,1,4,1,HM,Herbivores Microvores Detritivores
12626,Acanthuridae,Prionurus,microlepidotus,70,5,3,1,5,1,HM,Herbivores Microvores Detritivores
12627,Apogonidae,Archamia,leai,9,2,1,3,4,2,PK,
12628,Apogonidae,Siphamia,mossambica,4,1,1,NA,NA,NA,PK,Microinvertivores
11800,Malacanthidae,Caulolatilus,hubbsi,36,4,2,1,1,1,IM,
11801,Gobiidae,Bathygobius,cyclopterus,7,2,1,1,1,1,IM,Microinvertivores
11805,Serranidae,Hemanthias,signifer,42,4,2,NA,4,2,PK,Crustacivores
11811,Pomacentridae,Abudefduf,hoefleri,20,3,2,1,3,2,OM,Planktivores
11813,Gobiidae,Pandaka,trimaculata,1.3,1,1,1,4,2,PK,
11820,Pomacentridae,Abudefduf,luridus,15,3,2,1,3,2,OM,Herbivores Microvores Detritivores
11823,Pomacentridae,Abudefduf,margariteus,16,3,1,NA,NA,NA,OM,Planktivores
11825,Pomacentridae,Abudefduf,natalensis,17,3,1,NA,NA,NA,IM,Planktivores
11832,Pomacentridae,Altrichthys,azurelineatus,6.5,1,1,1,4,2,PK,Planktivores
11834,Pomacentridae,Amblyglyphidodon,flavilatus,10,2,1,1,4,2,PK,Planktivores
11836,Pomacentridae,Amphiprion,allardi,15,3,1,1,3,1,PK,Planktivores
11837,Pomacentridae,Amphiprion,bicinctus,14,2,1,1,3,1,PK,Planktivores
11838,Pomacentridae,Amphiprion,chagosensis,11,2,1,1,3,1,PK,Planktivores
11839,Pomacentridae,Amphiprion,chrysogaster,15,3,1,1,3,1,PK,Planktivores
11840,Pomacentridae,Amphiprion,ephippium,14,2,1,1,3,1,PK,Planktivores
11842,Pomacentridae,Amphiprion,fuscocaudatus,14,2,1,1,3,1,PK,Planktivores
11844,Pomacentridae,Amphiprion,latifasciatus,13,2,1,1,3,1,PK,Planktivores
11846,Pomacentridae,Amphiprion,sebae,16,3,1,1,3,1,PK,Planktivores
11847,Pomacentridae,Amphiprion,thiellei,9,2,1,1,3,1,PK,Planktivores
11848,Pomacentridae,Azurina,eupalama,15,3,1,1,4,3,PK,Planktivores
11849,Pomacentridae,Azurina,hirundo,14,2,1,1,4,3,PK,Planktivores
1185,Sciaenidae,Odontoscion,dentex,30,4,1,2,3,2,IM,Crustacivores
11851,Pomacentridae,Chromis,albomaculata,15,3,1,1,4,2,PK,Planktivores
11852,Pomacentridae,Chromis,alleni,6.5,1,1,1,4,2,PK,Planktivores
11853,Pomacentridae,Chromis,alta,13,2,1,1,5,3,PK,Planktivores
11854,Pomacentridae,Chromis,axillaris,10,2,1,1,NA,NA,PK,Planktivores
11856,Pomacentridae,Amphiprion,omanensis,14,2,1,1,3,1,PK,Planktivores
11857,Pomacentridae,Chromis,cadenati,16.5,3,2,1,4,3,PK,Planktivores
11858,Pomacentridae,Chromis,cinerascens,13,2,1,1,4,2,PK,Planktivores
11859,Pomacentridae,Chromis,crusma,14,2,1,1,4,3,PK,Planktivores
11860,Pomacentridae,Chromis,dasygenys,12,2,1,1,NA,2,PK,Planktivores
11861,Pomacentridae,Chromis,dimidiata,9,2,1,1,4,2,PK,Planktivores
11862,Pomacentridae,Chromis,flavicauda,7,2,1,1,4,2,PK,Planktivores
11863,Pomacentridae,Chromis,flavipectoralis,8,2,1,1,4,2,PK,Planktivores
11865,Pomacentridae,Chromis,intercrusma,29,3,1,1,4,3,PK,Planktivores
11866,Pomacentridae,Chromis,klunzingeri,6.5,1,1,1,NA,2,PK,Planktivores
11868,Pomacentridae,Chromis,limbata,12,2,2,1,5,3,PK,Planktivores
11869,Pomacentridae,Chromis,limbaughi,10,2,1,1,4,3,PK,Planktivores
11870,Centriscidae,Centriscus,cristatus,30,4,2,1,3,2,PK,
11872,Callionymidae,Callionymus,limiceps,25,3,2,1,3,1,IM,
11910,Muraenidae,Uropterygius,macularius,30,4,1,2,1,1,IM,Crustacivores
1195,Monacanthidae,Stephanolepis,setifer,20,3,2,1,1,2,OM,sessile invertivores
11959,Pomacentridae,Amphiprion,akindynos,9,2,1,1,3,1,PK,Planktivores
11966,Pomacentridae,Chrysiptera,flavipinnis,8,2,1,1,3,1,OM,Planktivores
11968,Pomacentridae,Chrysiptera,niger,7,2,1,1,3,1,OM,Planktivores
11969,Pomacentridae,Chrysiptera,rapanui,5.5,1,1,1,3,1,OM,Planktivores
1197,Sciaenidae,Umbrina,broussonnetii,NA,NA,2,NA,NA,NA,IM,Crustacivores
11972,Pomacentridae,Dascyllus,flavicaudus,12,2,1,1,4,1,PK,Planktivores
11979,Sciaenidae,Argyrosomus,japonicus,181,6,3,NA,NA,NA,FC,Piscivores
11985,Pomacentridae,Dascyllus,marginatus,6,1,1,1,4,1,PK,Planktivores
11988,Pomacentridae,Neoglyphidodon,oxyodon,15,3,1,1,3,1,OM,Planktivores
1199,Sciaenidae,Umbrina,coroides,35,4,2,NA,3,2,IM,Crustacivores
11994,Cheilodactylidae,Nemadactylus,douglasii,74,5,3,2,3,1,IM,
11998,Cheilodactylidae,Goniistius,zebra,22.1,3,3,2,1,1,IM,
12,Serranidae,Cephalopholis,cruentata,42.59999847,4,2,1,1,1,IM,Piscivores
120,Scombridae,Scomberomorus,cavalla,184,6,3,1,3,3,FC,
1200,Scorpaenidae,Pontinus,castor,46,4,1,2,1,1,IM,Crustacivores
12004,Trachichthyidae,Optivus,elongatus,72,5,2,3,4,2,IM,
1201,Scorpaenidae,Scorpaena,plumieri,45,4,1,2,1,1,IM,Crustacivores
12015,Anomalopidae,Phthanophaneron,harveyi,8,2,2,3,3,3,PK,
12023,Acanthuridae,Zebrasoma,xanthurum,22,3,2,NA,NA,NA,HD,Herbivores Microvores Detritivores
12024,Batrachoididae,Sanopus,splendidus,24,3,1,NA,1,1,IM,
12027,Tetrarogidae,Glyptauchen,panduratus,20,3,1,NA,NA,NA,IM,
12028,Ogcocephalidae,Ogcocephalus,rostellum,19,3,1,NA,1,1,IM,
12029,Ogcocephalidae,Ogcocephalus,pantostictus,31,4,1,NA,1,1,IM,
1203,Serranidae,Diplectrum,formosum,30,4,2,1,1,1,IM,Crustacivores
12030,Ogcocephalidae,Ogcocephalus,declivirostris,16.5,3,1,NA,1,1,IM,
12031,Synanceiidae,Inimicus,caledonicus,25,3,2,2,1,1,FC,
9205,Serranidae,Epinephelus,acanthistius,100,6,2,3,1,1,FC,
12043,Tetrarogidae,Paracentropogon,longispinis,13,2,1,3,1,1,IM,
14,Serranidae,Epinephelus,adscensionis,61,5,2,1,1,1,IM,Crustacivores
426,Serranidae,Epinephelus,aeneus,120,6,2,1,1,1,IM,Piscivores
5158,Serranidae,Epinephelus,akaara,53,4,2,2,1,1,FC,Crustacivores
6005,Serranidae,Epinephelus,albomarginatus,100,6,2,NA,NA,NA,FC,Piscivores
12080,Scorpaenidae,Scorpaenopsis,cirrosa,23.1,3,1,3,1,1,FC,Crustacivores
12085,Synanceiidae,Synanceia,nana,13.5,2,1,3,1,1,FC,
12086,Pataecidae,Aetapcus,maculatus,21,3,1,3,1,1,IM,
12088,Pataecidae,Neopataecus,waterhousii,19,3,1,3,1,1,IM,
1209,Serranidae,Mycteroperca,bonaci,150,6,2,1,1,1,FC,Piscivores
12092,Plotosidae,Cnidoglanis,macrocephalus,91,6,3,NA,NA,NA,IM,
12097,Plotosidae,Paraplotosus,albilabris,134,6,3,3,4,1,IM,
121,Scombridae,Scomberomorus,commerson,240,6,3,2,3,3,FC,
1210,Serranidae,Mycteroperca,cidi,114,6,2,1,1,1,FC,Piscivores
1211,Serranidae,Mycteroperca,interstitialis,84,6,2,1,1,1,FC,Piscivores
1212,Serranidae,Mycteroperca,microlepis,145,6,2,1,1,1,FC,Piscivores
12128,Serranidae,Niphon,spinosus,100,6,1,NA,NA,NA,FC,Piscivores
1213,Serranidae,Mycteroperca,phenax,106.9848022,6,2,1,1,1,FC,Piscivores
12130,Grammatidae,Gramma,linki,7,2,1,1,3,1,IM,
12131,Grammatidae,Gramma,melacara,10,2,1,1,3,1,IM,
12132,Grammatidae,Lipogramma,anabantoides,1.350000024,1,1,1,1,1,IM,
12133,Grammatidae,Lipogramma,evides,4,1,1,1,1,1,IM,
12135,Grammatidae,Lipogramma,klayi,4,1,1,1,1,1,IM,
12136,Grammatidae,Lipogramma,regium,2.5,1,1,1,1,1,IM,
12137,Grammatidae,Lipogramma,roseum,4.800000191,1,1,1,1,1,IM,
1214,Serranidae,Mycteroperca,rubra,144,6,2,1,1,1,FC,Piscivores
12142,Cheilodactylidae,Chirodactylus,grandis,180,6,3,1,NA,1,IM,
1215,Serranidae,Mycteroperca,tigris,101,6,2,1,1,1,FC,Piscivores
1216,Serranidae,Mycteroperca,venenosa,100,6,2,1,1,1,FC,Piscivores
1217,Serranidae,Paranthias,furcifer,30,4,2,1,4,3,PK,Planktivores
12174,Pempheridae,Pempheris,poeyi,15,3,1,2,4,2,PK,Microinvertivores
1218,Serranidae,Paralabrax,dewegeri,43,4,1,1,1,1,FC,Crustacivores
1219,Sparidae,Archosargus,rhomboidalis,33,4,2,1,3,2,OM,Herbivores Microvores Detritivores
6513,Chaetodontidae,Chaetodon,aureofasciatus,12.5,2,1,1,2,1,IS,Corallivores
1229,Sparidae,Calamus,proridens,46,4,2,1,4,2,IM,Crustacivores
5557,Chaetodontidae,Chaetodon,auriga,23,3,1,1,2,1,IM,Corallivores
1230,Sparidae,Diplodus,argenteus caudimacula,30,4,2,1,3,2,OM,
6648,Chaetodontidae,Chaetodon,auripes,20,3,1,1,4,1,IM,Corallivores
12309,Chaetodontidae,Heniochus,intermedius,18,3,1,1,4,2,IM,Corallivores
1231,Sparidae,Diplodus,holbrookii,46,4,2,1,3,2,IM,Crustacivores
12310,Chaetodontidae,Johnrandallia,nigrirostris,20,3,2,1,4,1,IM,Corallivores
12339,Serranidae,Serranus,flaviventris,7.5,2,1,1,1,1,IM,Crustacivores
1234,Sparidae,Stenotomus,caprinus,30,4,2,1,3,2,IM,Crustacivores
12347,Serranidae,Liopropoma,carmabi,6,1,1,1,1,1,IM,Crustacivores
1235,Sphyraenidae,Sphyraena,barracuda,200,6,3,3,3,3,FC,Piscivores
12350,Pentacerotidae,Evistias,acutirostris,90,6,3,NA,2,2,IM,
12357,Pentacerotidae,Pentaceros,decacanthus,24,3,3,NA,NA,NA,IM,
1236,Sphyraenidae,Sphyraena,guachancho,200,6,3,NA,3,3,FC,
1237,Sphyraenidae,Sphyraena,picudilla,61,5,3,NA,3,3,FC,
1240,Tetraodontidae,Sphoeroides,nephelus,30,4,2,1,1,2,IS,Macroinvertivores
12409,Apogonidae,Apogon,mosavi,NA,1,1,3,1,2,PK,Microinvertivores
1241,Tetraodontidae,Sphoeroides,spengleri,30,4,2,1,1,2,IS,Macroinvertivores
12416,Pomacentridae,Stegastes,adustus,15,3,1,1,1,2,HD,Herbivores Microvores Detritivores
12417,Pomacentridae,Stegastes,pictus,7.5,2,1,1,1,2,OM,Planktivores
12418,Pomacentridae,Chromis,flavomaculata,16,3,1,1,5,2,PK,Planktivores
12419,Pomacentridae,Chromis,lubbocki,12.5,2,2,1,5,3,PK,Planktivores
1242,Tetraodontidae,Sphoeroides,testudineus,38.79999924,4,2,1,1,2,IS,Macroinvertivores
12422,Pomacentridae,Chromis,mirationis,11,2,1,1,NA,2,PK,Planktivores
12423,Pomacentridae,Chromis,nigroanalis,12,2,1,1,4,2,PK,Planktivores
12424,Pomacentridae,Chromis,nigrura,6,1,1,1,4,2,PK,Planktivores
12425,Pomacentridae,Chromis,notata,17,3,1,1,4,2,PK,Planktivores
12427,Pomacentridae,Chromis,opercularis,16,3,1,1,4,2,PK,Planktivores
12428,Pomacentridae,Chromis,pelloura,14,2,1,1,NA,2,PK,Planktivores
12429,Pomacentridae,Chromis,pembae,13,2,1,1,NA,2,PK,Planktivores
12430,Pomacentridae,Chromis,sanctaehelenae,13,2,2,1,5,3,PK,Planktivores
12431,Pomacentridae,Chromis,scotochiloptera,16,3,1,1,4,2,PK,Planktivores
12432,Pomacentridae,Chromis,trialpha,6,1,1,1,NA,2,PK,Planktivores
12433,Pomacentridae,Chromis,westaustralis,8.5,2,1,1,NA,2,PK,Planktivores
12434,Pomacentridae,Chromis,woodsi,9.5,2,1,NA,NA,NA,PK,Planktivores
12436,Pomacentridae,Chromis,xanthopterygia,11.5,2,1,1,NA,2,PK,Planktivores
12437,Pomacentridae,Chromis,xutha,7,2,1,1,3,1,PK,Planktivores
12438,Pomacentridae,Chrysiptera,annulata,8,2,1,1,NA,1,OM,Herbivores Microvores Detritivores
12439,Pomacentridae,Chrysiptera,galba,7,2,1,1,3,1,OM,Planktivores
12440,Dactyloscopidae,Dactyloscopus,moorei,8,2,1,1,1,1,IM,
12441,Dactyloscopidae,Gillellus,healae,7.5,2,1,1,1,1,IM,
12442,Blenniidae,Hypsoblennius,invemar,5.800000191,1,1,1,1,1,OM,Herbivores Microvores Detritivores
12443,Gobiidae,Elacatinus,genie,4.5,1,1,1,3,1,IM,Microinvertivores
12444,Gobiidae,Elacatinus,multifasciatus,5,1,1,1,3,1,IM,
12445,Gobiidae,Ginsburgellus,novemlineatus,2.5,1,1,1,1,1,IM,
12446,Gobiidae,Barbulifer,antennatus,1.970000029,1,1,1,1,1,IM,
12447,Pomacentridae,Chrysiptera,notialis,9,2,1,1,3,1,PK,Planktivores
12448,Pomacentridae,Chrysiptera,parasema,7,2,1,1,3,1,PK,Planktivores
12449,Pomacentridae,Chrysiptera,sinclairi,5,1,1,1,3,1,OM,Planktivores
1245,Triglidae,Prionotus,punctatus,40,4,2,NA,NA,NA,IM,
12450,Pomacentridae,Chrysiptera,springeri,5.5,1,1,1,4,1,OM,Planktivores
12451,Pomacentridae,Chrysiptera,taupou,8,2,1,1,3,1,OM,Planktivores
12453,Pomacentridae,Microspathodon,bairdii,25,3,1,1,1,1,IM,Herbivores Microvores Detritivores
12455,Pomacentridae,Microspathodon,dorsalis,31,4,1,1,1,1,IM,Herbivores Microvores Detritivores
12456,Pomacentridae,Microspathodon,frontatus,17,3,1,1,1,2,HD,Herbivores Microvores Detritivores
12457,Pomacentridae,Neoglyphidodon,crossi,10,2,1,1,3,1,OM,Planktivores
12458,Pomacentridae,Neopomacentrus,bankieri,8,2,1,1,5,2,PK,Planktivores
12459,Pomacentridae,Neopomacentrus,filamentosus,11,2,1,1,5,2,PK,Planktivores
1246,Gobiidae,Macrodontogobius,wilburi,6.5,1,1,1,1,1,OM,Microinvertivores
12460,Pomacentridae,Neopomacentrus,fuliginosus,11,2,1,1,5,2,PK,Planktivores
12461,Pomacentridae,Neopomacentrus,miryae,11,2,1,1,5,2,PK,Planktivores
12462,Pomacentridae,Neopomacentrus,nemurus,8,2,1,1,5,2,PK,Planktivores
12463,Pomacentridae,Neopomacentrus,sindensis,10,2,1,1,5,2,PK,Planktivores
12464,Pomacentridae,Neopomacentrus,xanthurus,6,1,1,1,5,2,PK,Planktivores
12465,Pomacentridae,Parma,alboscapularis,22,3,1,1,1,1,HD,Planktivores
12466,Pomacentridae,Nexilosus,latifrons,30,4,1,1,3,1,OM,Planktivores
12467,Pomacentridae,Parma,bicolor,14,2,1,1,1,1,HD,Planktivores
12468,Pomacentridae,Parma,kermadecensis,22,3,1,1,1,1,HD,Planktivores
12469,Pomacentridae,Parma,mccullochi,20,3,1,1,1,1,HD,Planktivores
12470,Pomacentridae,Parma,microlepis,14,2,1,1,1,1,HD,Planktivores
12471,Pomacentridae,Parma,occidentalis,13,2,1,1,1,1,HD,Planktivores
12474,Pomacentridae,Parma,victoriae,20,3,1,1,1,1,HD,Planktivores
12475,Pomacentridae,Plectroglyphidodon,randalli,9,2,1,1,1,1,OM,Planktivores
12476,Pomacentridae,Pomacentrus,adelus,8.5,2,1,1,3,1,HD,Herbivores Microvores Detritivores
12477,Pomacentridae,Pomacentrus,agassizii,11,2,1,1,NA,NA,PK,Herbivores Microvores Detritivores
12478,Pomacentridae,Pomacentrus,albicaudatus,6,1,1,1,NA,NA,OM,Planktivores
12479,Pomacentridae,Pomacentrus,alleni,6,1,1,1,4,1,PK,Planktivores
12480,Pomacentridae,Pomacentrus,aquilus,12,2,1,1,NA,NA,OM,Planktivores
12481,Pomacentridae,Pomacentrus,arabicus,11,2,1,1,NA,NA,HD,Planktivores
12483,Pomacentridae,Pomacentrus,auriventris,5.5,1,1,1,3,1,PK,Planktivores
12484,Pomacentridae,Pomacentrus,azuremaculatus,12,2,1,1,3,1,OM,Planktivores
12485,Pomacentridae,Pomacentrus,baenschi,10,2,1,1,NA,NA,OM,Planktivores
12486,Pomacentridae,Pomacentrus,caeruleus,10,2,1,1,NA,NA,PK,Planktivores
12487,Pomacentridae,Pomacentrus,colini,7,2,1,1,3,1,OM,Planktivores
12488,Pomacentridae,Pomacentrus,cuneatus,7.5,2,1,1,3,1,OM,Planktivores
12489,Pomacentridae,Pomacentrus,imitator,11,2,1,1,4,1,PK,Planktivores
12490,Pomacentridae,Pomacentrus,indicus,11,2,1,1,NA,NA,OM,Planktivores
12491,Pomacentridae,Pomacentrus,javanicus,8,2,1,1,3,1,OM,Planktivores
12493,Pomacentridae,Pomacentrus,littoralis,11,2,1,1,3,1,OM,Herbivores Microvores Detritivores
12494,Pomacentridae,Pomacentrus,leptus,7,1,1,1,NA,NA,OM,Planktivores
12495,Pomacentridae,Pomacentrus,melanochir,7.5,2,1,1,3,1,OM,Planktivores
12496,Pomacentridae,Pomacentrus,milleri,7.5,2,1,1,NA,NA,OM,Herbivores Microvores Detritivores
12497,Pomacentridae,Pomacentrus,pikei,11,2,1,1,4,2,OM,Planktivores
12498,Pomacentridae,Pomacentrus,polyspinus,7,2,1,1,NA,NA,OM,Planktivores
12499,Pomacentridae,Pomacentrus,proteus,10,2,1,1,3,1,OM,Planktivores
12500,Pomacentridae,Pomacentrus,similis,7,2,1,1,3,1,PK,Planktivores
12501,Pomacentridae,Pomacentrus,stigma,13,2,1,1,3,1,OM,Planktivores
12503,Pomacentridae,Pomacentrus,sulfureus,11,2,1,1,NA,NA,OM,Planktivores
12504,Pomacentridae,Pomacentrus,trichourus,11,2,1,1,NA,NA,OM,
12505,Pomacentridae,Pomacentrus,trilineatus,10,2,1,1,NA,NA,OM,Planktivores
12506,Pomacentridae,Pomacentrus,xanthosternus,10,2,1,1,3,1,OM,Planktivores
12507,Pomacentridae,Pristotis,cyanostigma,11,2,1,1,4,NA,PK,Planktivores
12508,Pomacentridae,Similiparma,hermani,16,3,1,1,1,2,OM,Herbivores Microvores Detritivores
12509,Pomacentridae,Stegastes,acapulcoensis,17,3,1,1,3,1,OM,Planktivores
12510,Pomacentridae,Stegastes,arcifrons,13,2,1,1,3,1,OM,Planktivores
12511,Pomacentridae,Stegastes,baldwini,9,2,1,1,3,1,OM,Planktivores
12512,Pomacentridae,Stegastes,flavilatus,10,2,1,1,3,1,OM,Herbivores Microvores Detritivores
12513,Pomacentridae,Stegastes,imbricatus,10,2,1,1,1,2,HD,Herbivores Microvores Detritivores
12514,Pomacentridae,Stegastes,leucorus,14,2,1,1,3,1,OM,Planktivores
12515,Pomacentridae,Stegastes,otophorus,13,2,1,1,1,2,HD,Planktivores
12516,Pomacentridae,Stegastes,rectifraenum,9,2,1,1,3,1,OM,Herbivores Microvores Detritivores
12517,Pomacentridae,Stegastes,redemptus,12,2,1,1,3,1,OM,Planktivores
12518,Pomacentridae,Stegastes,rocasensis,8.5,2,1,1,1,2,HD,Planktivores
12519,Pomacentridae,Stegastes,sanctaehelenae,9,2,1,1,1,2,HD,Planktivores
12520,Pomacentridae,Stegastes,sanctipauli,9,2,1,1,1,2,HD,Planktivores
12521,Pomacentridae,Chrysiptera,bleekeri,8,2,1,1,3,1,OM,Planktivores
12527,Chaetodontidae,Hemitaurichthys,multispinus,NA,3,2,1,4,2,PK,
12528,Chaetodontidae,Heniochus,pleurotaenia,17,3,1,1,4,1,IM,Microinvertivores
12529,Chaetodontidae,Amphichaetodon,howensis,18,3,1,1,1,1,IM,Microinvertivores
12530,Chaetodontidae,Roa,jayakari,16,3,1,1,NA,NA,IM,Microinvertivores
12531,Chaetodontidae,Roa,excelsa,15,3,1,NA,NA,NA,IM,Microinvertivores
6514,Chaetodontidae,Chaetodon,austriacus,13,2,1,1,NA,NA,IS,Corallivores
5558,Chaetodontidae,Chaetodon,baronessa,16,3,1,1,2,1,IS,Corallivores
5559,Chaetodontidae,Chaetodon,bennetti,20,3,1,1,2,1,IS,Corallivores
8015,Chaetodontidae,Chaetodon,blackburnii,13,2,1,1,NA,NA,IM,Corallivores
5560,Chaetodontidae,Chaetodon,burgessi,14,2,1,1,2,1,IM,Corallivores
3602,Chaetodontidae,Chaetodon,capistratus,7.5,2,1,1,2,2,IS,Corallivores
5561,Chaetodontidae,Chaetodon,citrinellus,13,2,1,1,2,1,IS,Corallivores
7803,Chaetodontidae,Chaetodon,collare,18,3,1,1,2,1,IS,Corallivores
1255,Acanthuridae,Acanthurus,mata,50,5,3,1,5,2,PK,Herbivores Microvores Detritivores
12553,Scorpaenidae,Scorpaena,izensis,44.5,4,1,NA,NA,NA,IM,Crustacivores
12554,Scorpaenidae,Scorpaena,neglecta,37.5,4,1,3,1,1,FC,Crustacivores
12555,Scorpaenidae,Scorpaenopsis,neglecta,19,3,1,3,1,1,FC,Crustacivores
12556,Aploactinidae,Kanekonia,queenslandica,6.4,1,1,3,1,1,IM,
1256,Acanthuridae,Acanthurus,dussumieri,54,5,2,1,3,1,HD,Herbivores Microvores Detritivores
12564,Platycephalidae,Cymbacephalus,bosschei,45,4,2,2,1,1,FC,
12565,Apogonidae,Apogon,atrogaster,5.900000095,1,1,NA,NA,NA,PK,
1257,Acanthuridae,Acanthurus,leucosternon,25,5,3,1,5,1,HD,Herbivores Microvores Detritivores
1258,Acanthuridae,Acanthurus,lineatus,38,4,1,1,1,1,HD,Herbivores Microvores Detritivores
1259,Acanthuridae,Acanthurus,tennentii,31,4,2,1,3,1,HD,Herbivores Microvores Detritivores
12629,Apogonidae,Cheilodipterus,novemstriatus,8,2,1,3,NA,NA,FC,Microinvertivores
1263,Acanthuridae,Naso,hexacanthus,75,5,3,1,5,3,PK,Planktivores
12630,Apogonidae,Cheilodipterus,lachneri,12,2,1,3,NA,NA,FC,Crustacivores
12632,Blenniidae,Ecsenius,aequalis,4.3,1,1,1,1,1,OM,Herbivores Microvores Detritivores
12633,Blenniidae,Ecsenius,bandanus,3.4,1,1,1,1,1,OM,Herbivores Microvores Detritivores
12634,Blenniidae,Ecsenius,frontalis,8,2,1,1,1,1,HD,Herbivores Microvores Detritivores
12635,Blenniidae,Ecsenius,gravieri,8,2,1,1,1,1,HD,Herbivores Microvores Detritivores
12636,Blenniidae,Ecsenius,minutus,4,1,1,1,NA,NA,HD,Herbivores Microvores Detritivores
12638,Blenniidae,Ecsenius,tigris,5,1,1,1,1,1,OM,Herbivores Microvores Detritivores
1264,Acanthuridae,Naso,lituratus,46,4,2,1,3,1,HM,Herbivores Microvores Detritivores
12640,Blenniidae,Ecsenius,trilineatus,3,1,1,1,1,1,OM,
12641,Blenniidae,Meiacanthus,nigrolineatus,9.5,2,1,1,1,2,PK,Herbivores Microvores Detritivores
12642,Blenniidae,Stanulus,talboti,4.8,1,1,1,1,1,HD,Herbivores Microvores Detritivores
12643,Callionymidae,Synchiropus,morrisoni,7,2,1,1,1,1,IM,
12644,Callionymidae,Synchiropus,splendidus,6,1,1,1,1,1,IM,
12645,Pseudochromidae,Cypho,purpurascens,7.5,2,1,1,2,1,PK,Microinvertivores
12646,Chaetodontidae,Chaetodon,daedalma,15,3,1,1,4,1,OM,Corallivores
12647,Pseudochromidae,Pictichromis,paccagnellae,7,1,1,1,1,1,IM,Microinvertivores
12259,Chaetodontidae,Chaetodon,declivis,12,2,1,1,3,2,PK,Corallivores
1265,Acanthuridae,Naso,unicornis,70,5,2,1,3,1,HM,Herbivores Microvores Detritivores
12653,Pseudochromidae,Pseudochromis,pesi,10,2,1,1,1,1,IM,Microinvertivores
12654,Pseudochromidae,Pseudochromis,bitaeniatus,12,2,1,1,1,1,IM,Crustacivores
12655,Plesiopidae,Calloplesiops,altivelis,20,3,1,3,1,1,FC,Crustacivores
12656,Pseudochromidae,Lubbockichthys,multisquamatus,7.5,2,1,1,1,1,PK,Microinvertivores
12657,Cheilodactylidae,Goniistius,ephippium,35,4,3,2,3,1,IM,
12658,Apogonidae,Apogon,timorensis,9,2,1,3,1,2,PK,
12659,Apogonidae,Apogon,norfolcensis,15,2,1,3,3,1,PK,
1266,Acanthuridae,Zebrasoma,veliferum,40,4,2,1,2,1,HD,
12661,Scaridae,Scarus,arabicus,45,4,2,1,NA,1,HD,Herbivores Microvores Detritivores
12662,Pseudochromidae,Labracinus,cyclophthalmus,22,3,1,1,1,1,IM,Crustacivores
12663,Labridae,Halichoeres,hortulanus,27,3,2,1,1,1,IM,Macroinvertivores
12668,Pinguipedidae,Parapercis,xanthozona,23,3,2,1,1,1,IM,Crustacivores
12670,Trichonotidae,Trichonotus,setiger,22,3,1,1,3,2,PK,
12671,Apogonidae,Lachneratus,phasmaticus,7.36,2,1,3,NA,NA,PK,Microinvertivores
12676,Kyphosidae,Bathystethus,cultratus,30,4,3,1,3,3,PK,Crustacivores
12677,Microdesmidae,Gunnellichthys,curiosus,12,2,1,1,2,2,PK,Microinvertivores
12678,Microdesmidae,Gunnellichthys,monostigma,15,2,1,1,2,2,PK,Microinvertivores
12679,Gobiidae,Cryptocentrus,fasciatus,14,2,1,1,1,1,OM,Microinvertivores
12683,Kyphosidae,Labracoglossa,nitida,20,3,3,1,3,3,PK,Crustacivores
12684,Tetraodontidae,Canthigaster,ocellicincta,7.5,2,1,1,1,1,OM,sessile invertivores
12688,Scorpaenidae,Scorpaena,cookii,26,3,1,3,1,1,FC,
12690,Serranidae,Acanthistius,cinctus,50,5,2,2,1,1,FC,Piscivores
12691,Serranidae,Pseudanthias,pictilis,13.5,2,1,1,5,2,PK,Crustacivores
12692,Blenniidae,Ecsenius,bathi,4,1,1,1,1,1,OM,Herbivores Microvores Detritivores
12693,Cirrhitidae,Cirrhitops,hubbardi,7.5,2,1,1,1,1,IM,Crustacivores
12694,Gobiidae,Amblyeleotris,aurora,11,2,1,1,1,1,IM,Microinvertivores
12697,Gobiidae,Amblyeleotris,ogasawarensis,10,2,1,1,1,1,IM,Microinvertivores
12699,Gobiidae,Amblyeleotris,sungami,10,2,1,1,1,1,IM,Microinvertivores
127,Apogonidae,Apogon,taeniatus,17,3,1,3,3,2,PK,
12700,Serranidae,Pseudanthias,ventralis ventralis,7,2,1,1,5,2,PK,
12701,Serranidae,Trachypoma,macracanthus,22,3,2,2,1,1,FC,Crustacivores
12702,Cirrhitidae,Notocirrhitus,splendens,20,3,1,1,1,1,FC,Crustacivores
12704,Congridae,Gorgasia,preclara,40,4,1,1,3,1,PK,Crustacivores
