family,species,p4_m,p4_sd,p7_m,p7_sd,p2_m,p2_sd,p3_m,p3_sd,p8_m,p8_sd,p6_m,p6_sd,p1_m,p1_sd,p5_m,p5_sd,nentropy_m,nentropy_sd,sd_tot,trophic_guild_predicted,trophic_guild_predicted_text
Apogonidae,Sphaeramia_orbicularis,0.034649598,0.026313644,0.300269847,0.132916679,3.64E-05,3.59E-04,4.95E-04,0.002540071,0.151783122,0.130363107,1.85E-04,0.001279578,1.38E-05,2.10E-04,0.512566442,0.160937214,0.72245501,0.062872289,0.247513314,5,microinvertivore
Apogonidae,Fowleria_marmorata,0.015421295,0.013691247,0.209704274,0.113922149,3.19E-05,2.69E-04,5.45E-04,0.003869902,0.187532984,0.149884093,2.25E-04,0.006471055,9.17E-05,0.002680262,0.586447369,0.169157802,0.74276267,0.061879406,0.253593014,5,microinvertivore
Apogonidae,Ostorhinchus_nanus,0.009897821,0.015458888,0.246051652,0.202683878,1.82E-04,0.003362958,0.001309209,0.012961673,0.248565238,0.2627374,2.33E-04,0.003434374,0.001414834,0.024787392,0.492346059,0.272416622,0.781106807,0.08388071,0.430542696,5,microinvertivore
Apogonidae,Cheilodipterus_parazonatus,0.009888647,0.014014356,0.250152291,0.208430338,1.05E-04,0.001378762,0.001425817,0.013708483,0.273031323,0.28017532,1.22E-04,9.85E-04,8.78E-05,0.001663925,0.465186867,0.274380198,0.781547791,0.083117357,0.44454007,5,microinvertivore
Apogonidae,Ostorhinchus_oxygrammus,0.002689613,0.006047155,0.144495784,0.172115659,6.71E-04,0.01798286,0.003020917,0.031635269,0.314146562,0.314054988,5.27E-05,7.30E-04,0.001661164,0.029668703,0.533262674,0.310553851,0.817814479,0.089699868,0.476381712,5,microinvertivore
Apogonidae,Ostorhinchus_nigrocincta,0.029795608,0.036546881,0.375743081,0.228583301,1.34E-04,0.001939954,0.001412871,0.01041791,0.189725744,0.220282755,4.22E-04,0.003321711,1.09E-04,0.001693219,0.402657508,0.242988479,0.754638826,0.082998827,0.401596924,5,microinvertivore
Apogonidae,Apogon_dammermani,0.021734465,0.025500701,0.330598651,0.201151169,1.08E-04,0.001391053,8.55E-04,0.004866533,0.206597572,0.224365993,2.07E-04,0.001477556,4.01E-05,4.06E-04,0.439859969,0.235659967,0.755354403,0.073433987,0.383426348,5,microinvertivore
Apogonidae,Ostorhinchus_melanoproctus,0.003080041,0.005993918,0.152533274,0.17024453,3.65E-04,0.004718248,0.00159389,0.017482841,0.330389284,0.304968222,4.53E-05,4.85E-04,5.74E-04,0.013555661,0.511418394,0.294099398,0.807061653,0.085794264,0.457199194,5,microinvertivore
Apogonidae,Apogon_posterofasciatus,0.009596288,0.013824029,0.245007724,0.195022043,3.09E-04,0.005774678,0.001689872,0.020901495,0.25728646,0.269345343,1.44E-04,0.001170773,1.12E-04,0.001738849,0.485854712,0.267200886,0.779307887,0.080598043,0.427366987,5,microinvertivore
Apogonidae,Fowleria_isostigma,0.014511113,0.01997606,0.275056964,0.201131124,1.01E-04,0.00139586,8.38E-04,0.005752338,0.111851858,0.141318206,1.93E-04,0.001813968,1.23E-04,0.001828576,0.597324982,0.231998443,0.787307497,0.077017753,0.33865699,5,microinvertivore
Apogonidae,Fowleria_variegata,0.020107411,0.028517005,0.289744596,0.217302004,1.78E-04,0.002559912,9.91E-04,0.007515785,0.09709456,0.13542008,5.10E-04,0.005420388,1.41E-04,0.002013446,0.591232279,0.242812617,0.790838176,0.081209209,0.354155927,5,microinvertivore
Apogonidae,Nectamia_zebrinus,0.016966491,0.021643712,0.305584596,0.220862784,2.06E-04,0.003093959,0.001525927,0.018731932,0.218592143,0.251285608,4.50E-04,0.009277918,4.06E-04,0.009564224,0.456269457,0.261977111,0.772335146,0.084030604,0.426102446,5,microinvertivore
Apogonidae,Fowleria_vaiulae,0.005155636,0.010583252,0.142533006,0.176862174,0.001290495,0.017460853,0.002557633,0.02165421,0.119220524,0.182735766,5.68E-04,0.007236631,0.001508371,0.020440757,0.727166494,0.24975156,0.848910406,0.094298947,0.358335618,5,microinvertivore
Apogonidae,Foa_albimaculosa,0.032890293,0.054481842,0.278687138,0.252786774,0.002416398,0.028278184,0.002618999,0.019899177,0.078024405,0.14020122,0.004783867,0.049294043,6.99E-04,0.009002868,0.599879509,0.283679548,0.807703955,0.097828517,0.413166406,5,microinvertivore
Apogonidae,Foa_hyalina,0.010289287,0.020504102,0.183634474,0.207705368,0.002052262,0.024372609,0.002909333,0.022350501,0.101640065,0.165812097,0.001885683,0.024524558,0.00126519,0.01610588,0.696323706,0.260763266,0.837950347,0.096183608,0.375509644,5,microinvertivore
Apogonidae,Foa_fo,0.001837857,0.004484328,0.092102213,0.140268595,0.001642715,0.020904095,0.0033726,0.030710219,0.147049981,0.223275399,2.14E-04,0.003051903,0.003508769,0.041058011,0.750271437,0.258472877,0.869113693,0.091402947,0.373404195,5,microinvertivore
Apogonidae,Foa_madagascariensis,0.013707774,0.026479683,0.203686924,0.220537045,0.002527133,0.030166029,0.003159551,0.02482104,0.095812841,0.160571461,0.002526164,0.031821074,0.001091708,0.012624769,0.677487906,0.267347216,0.832066799,0.096747807,0.386385208,5,microinvertivore
Apogonidae,Ostorhinchus_selas,0.003227437,0.006067393,0.176292423,0.193093901,9.43E-04,0.018464455,0.001669548,0.013433387,0.315779193,0.310999804,9.18E-05,0.001714836,0.001201462,0.023618586,0.500795619,0.298963829,0.806184079,0.086646994,0.473819045,5,microinvertivore
Apogonidae,Cheilodipterus_alleni,0.040777358,0.048187825,0.418659811,0.229059418,1.75E-04,0.003369543,0.001041667,0.007039063,0.171297569,0.206721583,4.16E-04,0.003004921,7.25E-05,9.08E-04,0.367559165,0.234251011,0.748183961,0.082479663,0.390472007,7,crustacivore
Apogonidae,Apogon_marquesensis,0.004065125,0.006529903,0.170735918,0.170314611,7.75E-05,0.001041127,0.001125851,0.010786297,0.322550488,0.30203186,4.57E-05,5.21E-04,1.59E-04,0.002642373,0.501240377,0.28803149,0.799125124,0.084859466,0.450954291,5,microinvertivore
Apogonidae,Ostorhinchus_gularis,0.013166995,0.019558278,0.288398466,0.215629932,4.70E-04,0.009114708,0.001891278,0.022226789,0.247036874,0.270274337,2.05E-04,0.002224914,1.46E-04,0.002042831,0.448685063,0.262778386,0.77521701,0.080939878,0.435391459,5,microinvertivore
Apogonidae,Apogon_erythrosoma,0.002474704,0.004174026,0.134067885,0.140441586,6.06E-05,7.50E-04,0.001402724,0.012322877,0.307766616,0.289439508,2.54E-05,2.70E-04,1.37E-04,0.001719207,0.554065452,0.282224878,0.804842243,0.083427232,0.428162139,5,microinvertivore
Apogonidae,Ostorhinchus_cladophilos,0.01002372,0.01579074,0.251102207,0.20769289,1.55E-04,0.00308744,0.001818126,0.014600359,0.248139208,0.264193868,1.96E-04,0.002757132,4.81E-04,0.014918911,0.488084911,0.269534684,0.780382139,0.080828668,0.431608513,5,microinvertivore
Apogonidae,Rhabdamia_spilota,0.0101871,0.016224144,0.256135226,0.20787104,4.57E-04,0.010812066,0.001986019,0.017344834,0.254780811,0.258876969,8.64E-05,6.23E-04,7.08E-04,0.015468154,0.475658927,0.266911228,0.774553818,0.080063472,0.427071279,5,microinvertivore
Apogonidae,Apogon_axillaris,0.094692929,0.086113936,0.524494871,0.208626545,6.31E-05,7.72E-04,9.70E-04,0.008207654,0.097012588,0.135194972,9.83E-04,0.005874139,3.42E-05,4.22E-04,0.281749669,0.191143818,0.723709494,0.080044848,0.32535662,7,crustacivore
Apogonidae,Apogonichthyoides_heptastygma,0.00104156,0.001871356,0.057855576,0.081866437,7.37E-04,0.02066874,8.29E-04,0.00729362,0.618513248,0.30571292,1.13E-05,1.43E-04,5.41E-04,0.010262566,0.320471961,0.281601426,0.844469668,0.092121201,0.424324289,8,planktivore
Apogonidae,Apogonichthyoides_regani,0.003422959,0.005275079,0.101372048,0.116241547,5.70E-04,0.014778465,7.08E-04,0.005506192,0.574306043,0.300573115,4.51E-05,5.67E-04,5.24E-04,0.01761452,0.319051946,0.262267283,0.812485597,0.095425892,0.416206154,8,planktivore
Apogonidae,Apogonichthyoides_nigripinnis,0.033021668,0.038668316,0.293687261,0.208324046,1.69E-04,0.002582302,0.001016941,0.008280301,0.384788452,0.277860553,4.53E-04,0.00584108,7.32E-05,0.001862322,0.286789981,0.215384355,0.736931132,0.089891792,0.410614019,8,planktivore
Apogonidae,Apogonichthyoides_taeniatus,0.113990468,0.109451204,0.426771637,0.247566951,8.67E-04,0.020692527,0.001157307,0.010010745,0.259933364,0.264883892,0.002898437,0.027439753,3.95E-05,5.88E-04,0.194342488,0.176676422,0.708807725,0.10048073,0.419438527,7,crustacivore
Apogonidae,Apogonichthyoides_brevicaudatus,0.151074118,0.126074326,0.476212778,0.233217324,1.72E-04,0.002270558,6.51E-04,0.004695047,0.19227904,0.219211141,0.002915324,0.020480641,2.05E-05,2.35E-04,0.176674628,0.157955207,0.69890426,0.089797088,0.379124173,7,crustacivore
Apogonidae,Apogonichthyoides_opercularis,0.011465339,0.017541874,0.178432242,0.167307404,5.97E-04,0.010872441,0.001028537,0.009232694,0.50716971,0.298353171,1.98E-04,0.002838456,1.27E-04,0.002004289,0.300982578,0.239161017,0.778565865,0.096232078,0.418004328,8,planktivore
Apogonidae,Apogonichthyoides_chrysurus,0.001968576,0.003376788,0.078155431,0.098023197,4.53E-04,0.007508713,7.71E-04,0.005812815,0.594610586,0.304234062,2.35E-05,2.76E-04,1.39E-04,0.002038188,0.323878885,0.272938023,0.827984512,0.094960931,0.420437723,8,planktivore
Apogonidae,Apogonichthyoides_pharaonis,0.018847618,0.025830176,0.219268933,0.190821379,7.66E-04,0.01444397,0.001070189,0.007394867,0.474286896,0.30009146,2.49E-04,0.002836646,3.14E-04,0.009361787,0.285197023,0.23097367,0.766357848,0.097877448,0.425256064,8,planktivore
Apogonidae,Apogonichthyoides_cantoris,0.01529486,0.020042966,0.21198742,0.177994248,3.72E-04,0.008304281,7.31E-04,0.004896712,0.454802678,0.286350229,2.14E-04,0.002858406,3.08E-04,0.007771123,0.316289691,0.233555945,0.7607944,0.088878479,0.410840609,8,planktivore
Apogonidae,Apogonichthyoides_gardineri,0.002641611,0.004446795,0.08943871,0.105514357,1.85E-04,0.003769153,9.93E-04,0.011670848,0.583464052,0.2998001,4.23E-05,5.43E-04,1.11E-04,0.001932974,0.323124558,0.266839362,0.819450289,0.094714819,0.415199765,8,planktivore
Apogonidae,Apogonichthyoides_atripes,0.024083725,0.031448752,0.250920863,0.199836739,7.69E-04,0.014236677,9.57E-04,0.007857034,0.429784948,0.294250387,8.23E-04,0.013262067,1.56E-04,0.002731895,0.292506952,0.225364035,0.753298115,0.095732811,0.422780967,8,planktivore
Apogonidae,Apogonichthyoides_niger,0.016985612,0.023347069,0.215856024,0.185533702,4.25E-04,0.010841924,0.001090699,0.008653204,0.469868044,0.296096357,2.83E-04,0.003488676,4.90E-05,5.32E-04,0.295442961,0.232376945,0.765414345,0.094744059,0.420529211,8,planktivore
Apogonidae,Apogonichthyoides_pseudotaeniatus,0.073630842,0.078999653,0.376444033,0.240878224,3.22E-04,0.003744111,8.67E-04,0.0063274,0.322119229,0.28116296,0.0019318,0.017447877,1.17E-04,0.003117681,0.224567552,0.190517033,0.71856788,0.099972512,0.42424146,7,crustacivore
Apogonidae,Apogonichthyoides_sialis,0.075339987,0.080331924,0.386869628,0.238395898,6.74E-04,0.0155498,8.81E-04,0.00675214,0.304450909,0.272483816,0.001480519,0.015149092,6.80E-05,0.001327264,0.230236229,0.190591134,0.714903716,0.097300571,0.417584575,7,crustacivore
Apogonidae,Apogonichthyoides_melas,0.031792033,0.038682057,0.281363304,0.213023405,2.49E-04,0.003784022,9.68E-04,0.007960413,0.408062933,0.293204064,6.48E-04,0.006860788,5.12E-05,5.84E-04,0.276865697,0.216931716,0.745377644,0.097296993,0.424297494,8,planktivore
Apogonidae,Apogon_campbelli,0.002347176,0.003393642,0.111091511,0.098464228,2.56E-05,4.21E-04,6.52E-04,0.004946821,0.38935278,0.259344537,1.89E-05,2.67E-04,2.41E-04,0.006318215,0.496271544,0.247110974,0.781361371,0.070819057,0.371611063,5,microinvertivore
Apogonidae,Apogon_robbyi,0.002169385,0.004349639,0.135975056,0.167216297,7.35E-04,0.019634813,0.001313728,0.012652218,0.322980222,0.311975673,5.48E-05,0.001313009,9.93E-04,0.021511113,0.535778661,0.305537949,0.818901891,0.086524853,0.468692356,5,microinvertivore
Apogonidae,Cheilodipterus_lachneri,0.055962472,0.060421959,0.455031773,0.237192146,3.53E-04,0.007156658,0.001260348,0.009041282,0.14234245,0.194904239,0.001189261,0.014017638,2.91E-04,0.006937904,0.343569564,0.237944178,0.745385439,0.087254163,0.393565258,7,crustacivore
Apogonidae,Ostorhinchus_franssedai,0.017622671,0.023449435,0.309290146,0.214823916,5.66E-04,0.012966066,0.001811003,0.026047492,0.248607397,0.2566224,2.65E-04,0.002267717,1.27E-04,0.0021697,0.421711367,0.255772611,0.762700514,0.080839854,0.422883337,5,microinvertivore
Apogonidae,Ostorhinchus_schlegeli,0.056529471,0.062616361,0.452704458,0.237273116,6.10E-04,0.012381454,0.001735974,0.016933702,0.134400181,0.192007609,0.001127703,0.009016933,1.39E-04,0.003675439,0.352752914,0.23931449,0.749092793,0.089534123,0.393563911,7,crustacivore
Apogonidae,Ostorhinchus_lineomaculatus,0.011837024,0.015922223,0.278739685,0.20975874,5.64E-04,0.018270436,0.001056937,0.007362379,0.226570521,0.258087888,1.71E-04,0.001515676,7.32E-04,0.016441863,0.480328802,0.264344369,0.778685261,0.079851728,0.425911018,5,microinvertivore
Apogonidae,Cercamia_cladara,0.003584128,0.005347621,0.131335682,0.111560139,2.72E-05,3.85E-04,6.43E-04,0.004218181,0.429864715,0.261286799,2.40E-05,2.13E-04,5.66E-05,7.60E-04,0.434464352,0.241859926,0.771361496,0.07249408,0.37317535,5,microinvertivore
Apogonidae,Cercamia_eremia,0.005001615,0.007052304,0.155178447,0.121576182,2.70E-05,3.43E-04,6.54E-04,0.00419738,0.40749289,0.251798423,3.44E-05,2.94E-04,4.94E-05,6.34E-04,0.431561922,0.232522338,0.759712202,0.068211785,0.363755151,5,microinvertivore
Apogonidae,Gymnapogon_annona,0.004975796,0.006797076,0.15532645,0.120854368,2.69E-05,3.43E-04,6.50E-04,0.004191322,0.408354644,0.250944827,3.20E-05,2.57E-04,4.25E-05,5.61E-04,0.430592239,0.230859643,0.759001764,0.067138021,0.361855669,5,microinvertivore
Apogonidae,Gymnapogon_africanus,0.004975796,0.006797076,0.15532645,0.120854368,2.69E-05,3.43E-04,6.50E-04,0.004191322,0.408354644,0.250944827,3.20E-05,2.57E-04,4.25E-05,5.61E-04,0.430592239,0.230859643,0.759001764,0.067138021,0.361855669,5,microinvertivore
Apogonidae,Gymnapogon_philippinus,0.004975796,0.006797076,0.15532645,0.120854368,2.69E-05,3.43E-04,6.50E-04,0.004191322,0.408354644,0.250944827,3.20E-05,2.57E-04,4.25E-05,5.61E-04,0.430592239,0.230859643,0.759001764,0.067138021,0.361855669,5,microinvertivore
Apogonidae,Gymnapogon_japonicus,0.004975796,0.006797076,0.15532645,0.120854368,2.69E-05,3.43E-04,6.50E-04,0.004191322,0.408354644,0.250944827,3.20E-05,2.57E-04,4.25E-05,5.61E-04,0.430592239,0.230859643,0.759001764,0.067138021,0.361855669,5,microinvertivore
Apogonidae,Ostorhinchus_ocellicaudus,0.005422309,0.008243616,0.191463197,0.180255553,2.49E-04,0.005256226,0.00161521,0.018764106,0.290144518,0.289847338,2.52E-04,0.005664055,3.02E-04,0.005536272,0.510552657,0.280350287,0.792961004,0.083096867,0.44227846,5,microinvertivore
Apogonidae,Ostorhinchus_properuptus,0.00966831,0.015295952,0.246307158,0.198633099,2.74E-04,0.004537485,0.001826156,0.023474017,0.258196711,0.263624475,0.000134467,0.002199422,4.34E-04,0.012030113,0.483158655,0.266624146,0.776978223,0.082713432,0.425436896,5,microinvertivore
Apogonidae,Cheilodipterus_pygmaios,0.019977024,0.027173584,0.331689884,0.221111371,2.21E-04,0.004475201,0.001056692,0.00717641,0.227435948,0.250148625,3.39E-04,0.00401874,5.16E-04,0.011429247,0.418765672,0.255108623,0.764012113,0.078948124,0.421309498,5,microinvertivore
Apogonidae,Apogon_caudicinctus,0.010777683,0.013323409,0.225775118,0.148197863,9.37E-05,0.002433487,8.20E-04,0.005728923,0.352909155,0.230180046,8.07E-05,5.97E-04,4.50E-05,6.10E-04,0.409499233,0.215819843,0.73714005,0.060124344,0.348913526,5,microinvertivore
Apogonidae,Apogon_doryssa,0.020349269,0.023124825,0.299336559,0.167547524,5.34E-04,0.017583832,7.59E-04,0.004695521,0.292448734,0.205921077,1.70E-04,0.001179211,6.01E-05,0.001243506,0.38634254,0.203899274,0.722392903,0.057666279,0.336034983,5,microinvertivore
Apogonidae,Apogon_semiornatus,0.01692989,0.020519445,0.275254055,0.16239757,1.43E-04,0.005201546,7.57E-04,0.004698624,0.308416852,0.212946247,1.40E-04,9.98E-04,3.78E-05,5.53E-04,0.398320522,0.210089979,0.727361409,0.059580858,0.341069432,5,microinvertivore
Apogonidae,Apogon_indicus,0.002032027,0.003196144,0.098443774,0.09699521,6.50E-05,0.001716973,7.40E-04,0.005496337,0.460548745,0.279977155,1.77E-05,2.31E-04,4.91E-05,6.31E-04,0.438103901,0.263149967,0.794587882,0.078401352,0.396342033,8,planktivore
Apogonidae,Fowleria_flammea,0.001315836,0.002723423,0.106686276,0.13847332,4.89E-04,0.00751568,0.001480373,0.012684837,0.341083317,0.322513552,4.52E-05,0.001117322,4.56E-04,0.010335659,0.548444202,0.315155968,0.829945269,0.088501604,0.472065692,5,microinvertivore
Apogonidae,Ostorhinchus_chrysotaenia,0.056175379,0.058955448,0.460577872,0.235894512,4.43E-04,0.011713536,0.001282522,0.011038716,0.153939987,0.201053386,0.00107897,0.012146163,5.89E-05,7.15E-04,0.326442936,0.230457429,0.743753254,0.089028425,0.39123159,7,crustacivore
Apogonidae,Apogon_deetsie,0.0050927,0.007124508,0.160090442,0.13288915,3.54E-04,0.010222477,0.001041818,0.01111893,0.426641244,0.26397697,3.92E-05,3.10E-04,1.57E-04,0.003565204,0.406583521,0.245930485,0.76490764,0.074634049,0.38485954,8,planktivore
Apogonidae,Ostorhinchus_dispar,0.005736226,0.008840373,0.199142562,0.191373006,2.40E-04,0.006083813,0.002128044,0.022506985,0.306555359,0.309193499,1.17E-04,0.001424436,5.97E-04,0.009371761,0.485483835,0.292134689,0.799105153,0.087479782,0.46720286,5,microinvertivore
Apogonidae,Apogon_aurolineatus,0.010017024,0.01381923,0.20490898,0.160856316,4.94E-05,6.06E-04,0.001059176,0.00782838,0.453006922,0.265427123,8.82E-05,6.65E-04,7.71E-05,0.00133028,0.33079329,0.22892933,0.754991237,0.075762637,0.385991949,8,planktivore
Apogonidae,Ostorhinchus_maculiferus,0.078997026,0.076898396,0.515954423,0.224619324,3.70E-04,0.006563979,0.001514378,0.013361737,0.123947731,0.161861405,0.001110208,0.008119605,4.78E-04,0.010308042,0.277628158,0.204548615,0.728183251,0.087073699,0.353270803,7,crustacivore
Apogonidae,Phaeoptyx_xenus,0.014390714,0.019690154,0.224766512,0.177020188,1.21E-04,0.002420922,0.001212933,0.009691151,0.463241714,0.271019465,1.48E-04,0.001063299,9.40E-05,0.001853769,0.296025503,0.223838116,0.754244074,0.081803188,0.394186819,8,planktivore
Apogonidae,Apogon_quadrisquamatus,0.009411763,0.017649915,0.145479925,0.169979287,3.25E-04,0.00287947,0.002205562,0.019893826,0.629275445,0.293447786,1.89E-04,0.00172887,2.36E-04,0.003581119,0.212877577,0.227544481,0.814241161,0.105712795,0.409282837,8,planktivore
Apogonidae,Phaeoptyx_pigmentaria,0.016990331,0.023472417,0.234941719,0.184855663,1.09E-04,0.001505623,0.001303307,0.010852103,0.465866609,0.274076514,1.93E-04,0.001340258,1.12E-04,0.002146706,0.2804836,0.22152839,0.753905896,0.084710423,0.398800418,8,planktivore
Apogonidae,Astrapogon_alutus,0.010986984,0.0142904,0.239671513,0.165963076,4.32E-05,5.10E-04,9.68E-04,0.006639788,0.383441922,0.246446988,8.89E-05,6.94E-04,5.92E-05,9.03E-04,0.364739968,0.221574634,0.74134554,0.064411072,0.370978486,8,planktivore
Apogonidae,Astrapogon_stellatus,0.020246434,0.024178105,0.313486301,0.1837733,4.88E-05,5.62E-04,9.68E-04,0.006577388,0.325094371,0.225641728,1.78E-04,0.001289413,5.57E-05,9.45E-04,0.339922207,0.205816187,0.726016071,0.061117731,0.35732035,5,microinvertivore
Apogonidae,Astrapogon_puncticulatus,0.020246434,0.024178105,0.313486301,0.1837733,4.88E-05,5.62E-04,9.68E-04,0.006577388,0.325094371,0.225641728,1.78E-04,0.001289413,5.57E-05,9.45E-04,0.339922207,0.205816187,0.726016071,0.061117731,0.35732035,5,microinvertivore
Apogonidae,Apogon_dianthus,0.004912087,0.006943661,0.184920163,0.166268714,5.38E-05,8.10E-04,9.15E-04,0.006710863,0.296173128,0.28345808,4.01E-05,2.63E-04,9.20E-05,0.001439387,0.512893211,0.269636947,0.78778809,0.077901288,0.425198658,5,microinvertivore
Apogonidae,Apogon_rubrifuscus,0.069453786,0.072114144,0.481728698,0.231426647,4.17E-04,0.009932696,0.001050116,0.007554316,0.13799671,0.185985978,0.001021966,0.006971084,4.24E-05,5.78E-04,0.308288889,0.226436612,0.737025677,0.088048692,0.380562377,7,crustacivore
Apogonidae,Apogon_pseudomaculatus,0.046203415,0.052060371,0.493180733,0.225935457,1.33E-04,0.00147665,0.001316795,0.00924882,0.185740841,0.185887367,6.82E-04,0.005263806,7.65E-05,0.001252211,0.272666687,0.208798825,0.735905651,0.08010851,0.363352683,7,crustacivore
Apogonidae,Fowleria_punctulata,0.029171357,0.034413147,0.370390776,0.225147038,3.33E-04,0.007923097,9.25E-04,0.005686701,0.193385555,0.22379706,7.62E-04,0.008789438,2.09E-04,0.003202354,0.404823852,0.247583514,0.756531487,0.08073491,0.404278119,5,microinvertivore
